State,ZipCode,TaxRegionName,EstimatedCombinedRate,StateRate,EstimatedCountyRate,EstimatedCityRate,EstimatedSpecialRate,RiskLevel
UT,84079,VERNAL TR,0.069500,0.048499,0.016000,0.002000,0.003000,0
UT,84080,TOOELE,0.066000,0.048499,0.017500,0.000000,0.000000,0
UT,84081,WEST VALLEY CITY,0.072500,0.048499,0.013500,0.000000,0.010500,0
UT,84082,WASATCH,0.069500,0.048499,0.021000,0.000000,0.000000,0
UT,84083,WENDOVER,0.066000,0.048499,0.017500,0.000000,0.000000,0
UT,84084,MURRAY,0.074500,0.048499,0.013500,0.002000,0.010500,0
UT,84085,UINTAH,0.064500,0.048499,0.016000,0.000000,0.000000,0
UT,84086,RICH,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84087,BOUNTIFUL SP,0.072500,0.048499,0.018000,0.000000,0.006000,0
UT,84088,SOUTH JORDAN,0.072500,0.048499,0.013500,0.000000,0.010500,0
UT,84089,CLEARFIELD,0.072500,0.048499,0.018000,0.001000,0.005000,0
UT,84090,SANDY CITY,0.072500,0.048499,0.013500,0.000000,0.010500,0
UT,84091,SANDY CITY,0.072500,0.048499,0.013500,0.000000,0.010500,0
UT,84092,ALTA SP,0.088500,0.048499,0.003500,0.011000,0.025500,0
UT,84093,SANDY CITY,0.072500,0.048499,0.013500,0.000000,0.010500,0
UT,84094,SANDY CITY,0.072500,0.048499,0.013500,0.000000,0.010500,0
UT,84095,SALT LAKE CO TR,0.072500,0.048499,0.013500,0.000000,0.010500,0
UT,84096,SALT LAKE CO TR,0.072500,0.048499,0.013500,0.000000,0.010500,0
UT,84097,LINDON,0.074500,0.048499,0.010000,0.011000,0.005000,0
UT,84098,PARK CITY,0.090500,0.048499,0.003000,0.010000,0.029000,0
UT,84101,SALT LAKE CITY,0.077500,0.048499,0.013500,0.005000,0.010500,0
UT,84102,SALT LAKE CITY,0.077500,0.048499,0.013500,0.005000,0.010500,0
UT,84103,SALT LAKE CITY,0.077500,0.048499,0.013500,0.005000,0.010500,0
UT,84104,SALT LAKE CITY,0.077500,0.048499,0.013500,0.005000,0.010500,0
UT,84105,SALT LAKE CITY,0.077500,0.048499,0.013500,0.005000,0.010500,0
UT,84106,SALT LAKE CITY,0.077500,0.048499,0.013500,0.005000,0.010500,0
UT,84107,MURRAY,0.074500,0.048499,0.013500,0.002000,0.010500,0
UT,84108,SALT LAKE CITY,0.077500,0.048499,0.013500,0.005000,0.010500,0
UT,84109,SALT LAKE CITY,0.077500,0.048499,0.013500,0.005000,0.010500,0
UT,84110,SALT LAKE CITY,0.077500,0.048499,0.013500,0.005000,0.010500,0
UT,84111,SALT LAKE CITY,0.077500,0.048499,0.013500,0.005000,0.010500,0
UT,84112,SALT LAKE CITY,0.077500,0.048499,0.013500,0.005000,0.010500,0
UT,84113,SALT LAKE CITY,0.093500,0.048499,0.013500,0.005000,0.026500,0
UT,84114,SALT LAKE CITY,0.077500,0.048499,0.013500,0.005000,0.010500,0
UT,84115,SALT LAKE CITY,0.077500,0.048499,0.013500,0.005000,0.010500,0
UT,84116,SALT LAKE CITY,0.077500,0.048499,0.013500,0.005000,0.010500,0
UT,84117,MURRAY,0.074500,0.048499,0.013500,0.002000,0.010500,0
UT,84118,WEST VALLEY CITY,0.072500,0.048499,0.013500,0.000000,0.010500,0
UT,84119,SALT LAKE CITY,0.077500,0.048499,0.013500,0.005000,0.010500,0
UT,84120,SALT LAKE CITY,0.077500,0.048499,0.013500,0.005000,0.010500,0
UT,84121,SALT LAKE CO TR,0.083500,0.048499,0.013500,0.000000,0.021500,0
UT,84122,SALT LAKE CITY,0.077500,0.048499,0.013500,0.005000,0.010500,0
UT,84123,MURRAY,0.074500,0.048499,0.013500,0.002000,0.010500,0
UT,84124,MILLCREEK,0.072500,0.048499,0.003500,0.010000,0.010500,0
UT,84125,SALT LAKE CITY,0.077500,0.048499,0.013500,0.005000,0.010500,0
UT,84126,SALT LAKE CITY,0.077500,0.048499,0.013500,0.005000,0.010500,0
UT,84127,SALT LAKE CITY,0.077500,0.048499,0.013500,0.005000,0.010500,0
UT,84128,WEST VALLEY CITY,0.072500,0.048499,0.013500,0.000000,0.010500,0
UT,84129,TAYLORSVILLE,0.072500,0.048499,0.013500,0.000000,0.010500,0
UT,84130,SALT LAKE CITY,0.077500,0.048499,0.013500,0.005000,0.010500,0
UT,84131,SALT LAKE CITY,0.077500,0.048499,0.013500,0.005000,0.010500,0
UT,84132,SALT LAKE CITY,0.077500,0.048499,0.013500,0.005000,0.010500,0
UT,84133,SALT LAKE CITY,0.077500,0.048499,0.013500,0.005000,0.010500,0
UT,84134,SALT LAKE CITY,0.077500,0.048499,0.013500,0.005000,0.010500,0
UT,84138,SALT LAKE CITY,0.077500,0.048499,0.013500,0.005000,0.010500,0
UT,84139,SALT LAKE CITY,0.077500,0.048499,0.013500,0.005000,0.010500,0
UT,84143,SALT LAKE CITY,0.077500,0.048499,0.013500,0.005000,0.010500,0
UT,84145,SALT LAKE CITY,0.077500,0.048499,0.013500,0.005000,0.010500,0
UT,84147,SALT LAKE CITY,0.077500,0.048499,0.013500,0.005000,0.010500,0
UT,84148,SALT LAKE CITY,0.093500,0.048499,0.013500,0.005000,0.026500,0
UT,84150,SALT LAKE CITY,0.077500,0.048499,0.013500,0.005000,0.010500,0
UT,84151,SALT LAKE CITY,0.077500,0.048499,0.013500,0.005000,0.010500,0
UT,84152,SALT LAKE CITY,0.077500,0.048499,0.013500,0.005000,0.010500,0
UT,84157,MURRAY,0.074500,0.048499,0.013500,0.002000,0.010500,0
UT,84158,SALT LAKE CITY,0.077500,0.048499,0.013500,0.005000,0.010500,0
UT,84165,SOUTH SALT LAKE,0.074500,0.048499,0.013500,0.002000,0.010500,0
UT,84170,WEST VALLEY CITY,0.072500,0.048499,0.013500,0.000000,0.010500,0
UT,84171,COTTONWOOD HEIGHTS,0.072500,0.048499,0.013500,0.000000,0.010500,0
UT,84180,SALT LAKE CITY,0.077500,0.048499,0.013500,0.005000,0.010500,0
UT,84184,TAYLORSVILLE,0.072500,0.048499,0.013500,0.000000,0.010500,0
UT,84190,SALT LAKE CITY,0.077500,0.048499,0.013500,0.005000,0.010500,0
UT,84199,SALT LAKE CITY,0.077500,0.048499,0.013500,0.005000,0.010500,0
UT,84201,WEBER CO TR,0.072500,0.048499,0.016500,0.000000,0.007500,0
UT,84244,OGDEN,0.072500,0.048499,0.016500,0.000000,0.007500,0
UT,84301,BEAR RIVER CITY,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84302,BRIGHAM CITY TR,0.069000,0.048499,0.005000,0.010000,0.005500,0
UT,84304,CACHE CO TR,0.067000,0.048499,0.013500,0.000000,0.005000,0
UT,84305,CACHE CO TR,0.067000,0.048499,0.013500,0.000000,0.005000,0
UT,84306,CACHE CO TR,0.067000,0.048499,0.013500,0.000000,0.005000,0
UT,84307,BOX ELDER,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84308,CACHE CO TR,0.067000,0.048499,0.013500,0.000000,0.005000,0
UT,84309,BOX ELDER,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84310,WEBER CO TR,0.072500,0.048499,0.016500,0.000000,0.007500,0
UT,84311,BOX ELDER,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84312,TREMONTON,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84313,BOX ELDER,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84314,BOX ELDER,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84315,CLINTON,0.072500,0.048499,0.018000,0.001000,0.005000,0
UT,84316,HOWELL,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84317,WEBER CO TR,0.072500,0.048499,0.016500,0.000000,0.007500,0
UT,84318,NORTH LOGAN TR SP,0.070000,0.048499,0.001000,0.010000,0.010500,0
UT,84319,HYRUM TR SP,0.070000,0.048499,0.001000,0.010000,0.010500,0
UT,84320,LEWISTON TR SP,0.069500,0.048499,0.013500,0.000000,0.007500,0
UT,84321,HYRUM TR SP,0.070000,0.048499,0.001000,0.010000,0.010500,0
UT,84322,LOGAN TR SP,0.070000,0.048499,0.001000,0.010000,0.010500,0
UT,84323,LOGAN TR SP,0.070000,0.048499,0.001000,0.010000,0.010500,0
UT,84324,MANTUA,0.066500,0.048499,0.015000,0.003000,0.000000,0
UT,84325,CACHE CO TR,0.067000,0.048499,0.013500,0.000000,0.005000,0
UT,84326,PROVIDENCE TR SP,0.070000,0.048499,0.001000,0.010000,0.010500,0
UT,84327,CACHE CO TR,0.067000,0.048499,0.013500,0.000000,0.005000,0
UT,84328,CACHE CO TR,0.067000,0.048499,0.013500,0.000000,0.005000,0
UT,84329,BOX ELDER,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84330,BOX ELDER,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84331,BOX ELDER,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84332,LOGAN TR SP,0.070000,0.048499,0.001000,0.010000,0.010500,0
UT,84333,RICHMOND TR SP,0.070000,0.048499,0.003500,0.010000,0.008000,0
UT,84334,BOX ELDER,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84335,LOGAN TR SP,0.070000,0.048499,0.001000,0.010000,0.010500,0
UT,84336,SNOWVILLE,0.073500,0.048499,0.005000,0.020000,0.000000,0
UT,84337,TREMONTON,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84338,CACHE CO TR,0.067000,0.048499,0.013500,0.000000,0.005000,0
UT,84339,LOGAN TR SP,0.070000,0.048499,0.001000,0.010000,0.010500,0
UT,84340,WILLARD TR,0.069000,0.048499,0.005000,0.010000,0.005500,0
UT,84341,LOGAN TR SP,0.070000,0.048499,0.001000,0.010000,0.010500,0
UT,84401,WEBER CO TR,0.072500,0.048499,0.016500,0.000000,0.007500,0
UT,84402,OGDEN,0.072500,0.048499,0.016500,0.000000,0.007500,0
UT,84403,WEBER CO TR,0.072500,0.048499,0.016500,0.000000,0.007500,0
UT,84404,WEBER CO TR,0.072500,0.048499,0.016500,0.000000,0.007500,0
UT,84405,RIVERDALE,0.074500,0.048499,0.016500,0.002000,0.007500,0
UT,84407,OGDEN,0.072500,0.048499,0.016500,0.000000,0.007500,0
UT,84408,OGDEN,0.072500,0.048499,0.016500,0.000000,0.007500,0
UT,84409,OGDEN,0.072500,0.048499,0.016500,0.000000,0.007500,0
UT,84412,OGDEN,0.072500,0.048499,0.016500,0.000000,0.007500,0
UT,84414,SOUTH WEBER,0.072500,0.048499,0.018000,0.001000,0.005000,0
UT,84415,OGDEN,0.072500,0.048499,0.016500,0.000000,0.007500,0
UT,84501,PRICE TR,0.067500,0.048499,0.002500,0.010000,0.006500,0
UT,84510,SAN JUAN,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84511,BLANDING SP,0.067500,0.048499,0.015000,0.000000,0.004000,0
UT,84512,BLUFF,0.074500,0.048499,0.005000,0.021000,0.000000,0
UT,84513,EMERY CO TR,0.063500,0.048499,0.012500,0.000000,0.002500,0
UT,84515,GRAND,0.068500,0.048499,0.020000,0.000000,0.000000,0
UT,84516,EMERY CO TR,0.063500,0.048499,0.012500,0.000000,0.002500,0
UT,84518,EMERY CO TR,0.063500,0.048499,0.012500,0.000000,0.002500,0
UT,84520,EAST CARBON,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84521,EMERY CO TR,0.063500,0.048499,0.012500,0.000000,0.002500,0
UT,84522,EMERY CO TR,0.063500,0.048499,0.012500,0.000000,0.002500,0
UT,84523,EMERY CO TR,0.063500,0.048499,0.012500,0.000000,0.002500,0
UT,84525,GREEN RIVER TL,0.082500,0.048499,0.000000,0.011000,0.023000,0
UT,84526,HELPER,0.064500,0.048499,0.015000,0.001000,0.000000,0
UT,84528,EMERY CO TR,0.063500,0.048499,0.012500,0.000000,0.002500,0
UT,84529,CARBON,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84530,SAN JUAN,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84531,SAN JUAN,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84532,MOAB SP,0.088500,0.048499,0.007500,0.011000,0.021500,0
UT,84533,GARFIELD,0.073500,0.048499,0.025000,0.000000,0.000000,0
UT,84534,SAN JUAN,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84535,MONTICELLO SP,0.067500,0.048499,0.005000,0.010000,0.004000,0
UT,84536,SAN JUAN,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84537,EMERY CO TR,0.063500,0.048499,0.012500,0.000000,0.002500,0
UT,84539,EAST CARBON,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84540,GRAND,0.068500,0.048499,0.020000,0.000000,0.000000,0
UT,84542,WELLINGTON TR,0.066500,0.048499,0.002500,0.010000,0.005500,0
UT,84601,PROVO,0.074500,0.048499,0.010000,0.011000,0.005000,0
UT,84602,PROVO,0.074500,0.048499,0.010000,0.011000,0.005000,0
UT,84603,PROVO,0.074500,0.048499,0.010000,0.011000,0.005000,0
UT,84604,UTAH CO TR,0.089500,0.048499,0.020000,0.000000,0.021000,0
UT,84605,PROVO,0.074500,0.048499,0.010000,0.011000,0.005000,0
UT,84606,PROVO,0.074500,0.048499,0.010000,0.011000,0.005000,0
UT,84620,AURORA,0.064500,0.048499,0.015000,0.001000,0.000000,0
UT,84621,SANPETE,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84622,GUNNISON TR,0.067500,0.048499,0.002500,0.011000,0.005500,0
UT,84623,SANPETE,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84624,MILLARD,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84626,UTAH CO TR,0.073500,0.048499,0.020000,0.000000,0.005000,0
UT,84627,EPHRAIM TR,0.067500,0.048499,0.002500,0.011000,0.005500,0
UT,84628,JUAB,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84629,FAIRVIEW TR,0.067500,0.048499,0.015000,0.001000,0.003000,0
UT,84630,FAYETTE,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84631,FILLMORE,0.067500,0.048499,0.015000,0.004000,0.000000,0
UT,84632,SANPETE,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84633,UTAH CO TR,0.073500,0.048499,0.020000,0.000000,0.005000,0
UT,84634,GUNNISON TR,0.067500,0.048499,0.002500,0.011000,0.005500,0
UT,84635,MILLARD,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84636,MILLARD,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84637,MILLARD,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84638,MILLARD,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84639,JUAB,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84640,LYNNDYL,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84642,MANTI,0.066500,0.048499,0.015000,0.003000,0.000000,0
UT,84643,MAYFIELD,0.064500,0.048499,0.015000,0.001000,0.000000,0
UT,84644,MILLARD,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84645,MONA,0.067500,0.048499,0.015000,0.004000,0.000000,0
UT,84646,SANPETE,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84647,MOUNT PLEASANT TR,0.067500,0.048499,0.010000,0.003500,0.005500,0
UT,84648,NEPHI,0.067500,0.048499,0.002500,0.011000,0.005500,0
UT,84649,MILLARD,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84651,PAYSON,0.074500,0.048499,0.010000,0.011000,0.005000,0
UT,84652,REDMOND,0.064500,0.048499,0.015000,0.001000,0.000000,0
UT,84653,UTAH CO TR,0.073500,0.048499,0.020000,0.000000,0.005000,0
UT,84654,SALINA TR,0.067500,0.048499,0.002500,0.011000,0.005500,0
UT,84655,SANTAQUIN,0.074500,0.048499,0.017500,0.003500,0.005000,0
UT,84656,MILLARD,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84657,SEVIER,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84660,SPANISH FORK CITY,0.074500,0.048499,0.010000,0.011000,0.005000,0
UT,84662,SANPETE,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84663,SPANISH FORK CITY,0.074500,0.048499,0.010000,0.011000,0.005000,0
UT,84664,SPRINGVILLE,0.074500,0.048499,0.010000,0.011000,0.005000,0
UT,84665,SANPETE,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84667,WALES,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84701,RICHFIELD TR,0.067500,0.048499,0.002500,0.010000,0.006500,0
UT,84710,ALTON,0.073500,0.048499,0.025000,0.000000,0.000000,0
UT,84711,SEVIER,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84712,GARFIELD,0.073500,0.048499,0.025000,0.000000,0.000000,0
UT,84713,BEAVER,0.073500,0.048499,0.005000,0.020000,0.000000,0
UT,84714,IRON,0.066500,0.048499,0.018000,0.000000,0.000000,0
UT,84715,BICKNELL,0.066500,0.048499,0.015000,0.003000,0.000000,0
UT,84716,BOULDER SP,0.083500,0.048499,0.015000,0.010000,0.010000,0
UT,84718,GARFIELD,0.073500,0.048499,0.025000,0.000000,0.000000,0
UT,84719,BRIAN HEAD SP,0.086500,0.048499,0.018000,0.004000,0.016000,0
UT,84720,CEDAR CITY,0.067500,0.048499,0.018000,0.001000,0.000000,0
UT,84721,CEDAR CITY,0.067500,0.048499,0.018000,0.001000,0.000000,0
UT,84722,WASHINGTON,0.064500,0.048499,0.016000,0.000000,0.000000,0
UT,84723,CIRCLEVILLE,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84724,SEVIER,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84725,WASHINGTON,0.064500,0.048499,0.016000,0.000000,0.000000,0
UT,84726,ESCALANTE,0.084500,0.048499,0.025000,0.011000,0.000000,0
UT,84728,MILLARD,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84729,GLENDALE,0.073500,0.048499,0.025000,0.000000,0.000000,0
UT,84730,SEVIER,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84731,BEAVER,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84732,PIUTE,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84733,WASHINGTON,0.064500,0.048499,0.016000,0.000000,0.000000,0
UT,84734,WAYNE,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84735,GARFIELD,0.073500,0.048499,0.025000,0.000000,0.000000,0
UT,84736,GARFIELD,0.073500,0.048499,0.025000,0.000000,0.000000,0
UT,84737,HURRICANE TR,0.067500,0.048499,0.003500,0.010000,0.005500,0
UT,84738,IVINS TR,0.067500,0.048499,0.006000,0.010000,0.003000,0
UT,84739,SEVIER,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84740,JUNCTION,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84741,KANAB SP,0.084500,0.048499,0.015000,0.011000,0.010000,0
UT,84742,CEDAR CITY,0.067500,0.048499,0.018000,0.001000,0.000000,0
UT,84743,PIUTE,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84744,SEVIER,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84745,LA VERKIN TR,0.067500,0.048499,0.003500,0.010000,0.005500,0
UT,84746,WASHINGTON,0.064500,0.048499,0.016000,0.000000,0.000000,0
UT,84747,WAYNE,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84749,WAYNE,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84750,PIUTE,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84751,MILFORD,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84752,BEAVER,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84753,IRON,0.066500,0.048499,0.018000,0.000000,0.000000,0
UT,84754,RICHFIELD TR,0.067500,0.048499,0.002500,0.010000,0.006500,0
UT,84755,ORDERVILLE SP,0.083500,0.048499,0.015000,0.010000,0.010000,0
UT,84756,IRON,0.066500,0.048499,0.018000,0.000000,0.000000,0
UT,84757,IRON,0.066500,0.048499,0.018000,0.000000,0.000000,0
UT,84758,ORDERVILLE SP,0.083500,0.048499,0.015000,0.010000,0.010000,0
UT,84759,PANGUITCH SP,0.083500,0.048499,0.015000,0.010000,0.010000,0
UT,84760,IRON,0.066500,0.048499,0.018000,0.000000,0.000000,0
UT,84761,PAROWAN,0.067500,0.048499,0.018000,0.001000,0.000000,0
UT,84762,KANE,0.073500,0.048499,0.025000,0.000000,0.000000,0
UT,84763,ROCKVILLE,0.064500,0.048499,0.016000,0.000000,0.000000,0
UT,84764,BRYCE CANYON RESORT SP,0.085500,0.048499,0.015000,0.011000,0.011000,0
UT,84765,SANTA CLARA TR,0.067500,0.048499,0.003500,0.010000,0.005500,0
UT,84766,SEVIER,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84767,SPRINGDALE SP,0.080500,0.048499,0.006000,0.010000,0.016000,0
UT,84770,SANTA CLARA TR,0.067500,0.048499,0.003500,0.010000,0.005500,0
UT,84771,SAINT GEORGE TR,0.067500,0.048499,0.003500,0.010000,0.005500,0
UT,84772,IRON,0.066500,0.048499,0.018000,0.000000,0.000000,0
UT,84773,WAYNE,0.063500,0.048499,0.015000,0.000000,0.000000,0
